unique_id,workshop_id,sn_type,sn_id,sn_content,sn_clean,sn_token,sn_token_str,compound_s,positive_s,negative_s,neutral_s
B4_G10,B4,G,G10,Curiosity,curiosity,['curiosity'],curiosity,0.0,0.0,0.0,1.0
B5_G1,B5,G,G1,Outcomes: each card that you choose changes the outcome of the game,outcomes each card that you choose changes the outcome of the game,"['outcome', 'card', 'choose', 'change', 'outcome', 'game']",outcome card choose change outcome game,0.0,0.0,0.0,1.0
B5_G2,B5,G,G2,Internal motivation; sustained motivation through...?,internal motivation sustained motivation through,"['internal', 'motivation', 'sustain', 'motivation']",internal motivation sustain motivation,0.5859,0.615,0.0,0.385
B5_G3,B5,G,G3,"Choosing cards, and each card changes the outcome of the game (choose-your-own-adventure style) Time limit: No? Feedback: Yes, to encourage learning",choosing cards and each card changes the outcome of the game choose your own adventure style time limit no feedback yes to encourage learning,"['choose', 'card', 'card', 'change', 'outcome', 'game', 'choose', 'adventure', 'style', 'time', 'limit', 'no', 'feedback', 'yes', 'encourage', 'learn']",choose card card change outcome game choose adventure style time limit no feedback yes encourage learn,0.2828,0.18600000000000003,0.14800000000000002,0.665
B5_G4,B5,G,G4,"The player could be anyone (law enforcement, general public)",the player could be anyone law enforcement general public,"['player', 'law', 'enforcement', 'general', 'public']",player law enforcement general public,0.0,0.0,0.0,1.0
B5_G5,B5,G,G5,"Evoke reflection, empathy, discomfort (growth)",evoke reflection empathy discomfort growth,"['evoke', 'reflection', 'empathy', 'discomfort', 'growth']",evoke reflection empathy discomfort growth,-0.0516,0.31,0.33299999999999996,0.35700000000000004
B5_G6,B5,G,G6,"Yes, levels",yes levels,"['yes', 'level']",yes level,0.4019,0.73,0.0,0.27
B5_G7,B5,G,G7,A serious video game,a serious video game,"['video', 'game']",video game,-0.0772,0.0,0.302,0.698
B6_G1,B6,G,G1,"Shift role throughout the game, may start as police officer and then switch to different identities at different levels",shift role throughout the game may start as police officer and then switch to different identities at different levels,"['shift', 'role', 'game', 'start', 'police', 'officer', 'switch', 'different', 'identity', 'different', 'level']",shift role game start police officer switch different identity different level,0.0,0.0,0.0,1.0
B6_G2,B6,G,G2,Type of game: role playing table top game (virtual capability),type of game role playing table top game virtual capability,"['type', 'game', 'role', 'playing', 'table', 'game', 'virtual', 'capability']",type game role playing table game virtual capability,0.3818,0.31,0.0,0.69
B6_G3,B6,G,G3,idea,idea,['idea'],idea,0.0,0.0,0.0,1.0
B6_G4,B6,G,G4,"After a stop, options of typical actions (discussion-based)",after a stop options of typical actions discussion based,"['stop', 'option', 'typical', 'action', 'discussion', 'base']",stop option typical action discussion base,-0.29600000000000004,0.0,0.21600000000000003,0.784
B6_G5,B6,G,G5,There is a problem that needs to be solved that would benefit both sides if solved. Collective score motivates sustained engagement.,there is a problem that needs to be solved that would benefit both sides if solved collective score motivates sustained engagement,"['problem', 'need', 'solve', 'benefit', 'side', 'solve', 'collective', 'score', 'motivate', 'sustained', 'engagement']",problem need solve benefit side solve collective score motivate sustained engagement,0.7579,0.353,0.09300000000000001,0.5539999999999999
B6_G6,B6,G,G6,Emotions: empathy,emotions empathy,"['emotion', 'empathy']",emotion empathy,0.0,0.0,0.0,1.0
