unique_id,workshop_id,sn_type,sn_id,sn_content,sn_clean,sn_token,sn_token_str,compound_s,positive_s,negative_s,neutral_s
B3_S3,B3,S,S3,a Black characater with a diversity of friends / Calvin from McDonald's,a black characater with a diversity of friends calvin from mcdonald s,"['black', 'characater', 'diversity', 'friend', 'calvin', 'mcdonald', 's']",black characater diversity friend calvin mcdonald s,0.4767,0.22,0.0,0.78
B3_S4,B3,S,S4,"Calvin / friends (Francis, Bobby, Dillon, Blake), parents (Calvin Sr. Marie)",calvin friends francis bobby dillon blake parents calvin sr marie,"['calvin', 'friends', 'francis', 'bobby', 'dillon', 'blake', 'parents', 'calvin', 'sr', 'marie']",calvin friends francis bobby dillon blake parents calvin sr marie,0.4767,0.256,0.0,0.7440000000000001
B4_S1,B4,S,S1,Kingdom invasion  and community must work together to surve,kingdom invasion and community must work together to surve,"['kingdom', 'invasion', 'community', 'work', 'surve']",kingdom invasion community work surve,0.0,0.0,0.0,1.0
B4_S2,B4,S,S2,Everyone interacts with civilians fashys,everyone interacts with civilians fashys,"['interact', 'civilian', 'fashy']",interact civilian fashy,0.0,0.0,0.0,1.0
B4_S3,B4,S,S3,There is no main character. its the civilians fashy,there is no main character its the civilians fashy,"['no', 'main', 'character', 'civilian', 'fashy']",no main character civilian fashy,-0.29600000000000004,0.0,0.21600000000000003,0.784
B5_S1,B5,S,S1,"Interact with secondary characters; given specific scenarios for each of those characters, and each combination would produce a specific outcome",interact with secondary characters given specific scenarios for each of those characters and each combination would produce a specific outcome,"['interact', 'secondary', 'character', 'give', 'specific', 'scenario', 'character', 'combination', 'produce', 'specific', 'outcome']",interact secondary character give specific scenario character combination produce specific outcome,0.0,0.0,0.0,1.0
B5_S2,B5,S,S2,Main character is a superhero (pick your own name and identity); secondary characters should be different people from different walks of life,main character is a superhero pick your own name and identity secondary characters should be different people from different walks of life,"['main', 'character', 'superhero', 'pick', 'identity', 'secondary', 'character', 'different', 'people', 'different', 'walk', 'life']",main character superhero pick identity secondary character different people different walk life,0.0,0.0,0.0,1.0
B5_S3,B5,S,S3,Superhero plot,superhero plot,"['superhero', 'plot']",superhero plot,0.0,0.0,0.0,1.0
B5_S4,B5,S,S4,Gotham-esque,gotham esque,"['gotham', 'esque']",gotham esque,0.0,0.0,0.0,1.0
B6_S1,B6,S,S1,Plot: given a situation up front based on real-world police-community conflict and need to figure out how to resolve together,plot given a situation up front based on real world police community conflict and need to figure out how to resolve together,"['plot', 'give', 'situation', 'base', 'real', 'world', 'police', 'community', 'conflict', 'need', 'figure', 'resolve']",plot give situation base real world police community conflict need figure resolve,0.0772,0.10400000000000001,0.092,0.8029999999999999
B6_S2,B6,S,S2,"Setting: real-world, city, diverse population",setting real world city diverse population,"['set', 'real', 'world', 'city', 'diverse', 'population']",set real world city diverse population,0.0,0.0,0.0,1.0
B6_S3,B6,S,S3,Players should always feel like they're the main character in their own story; there are also secondary impartial characters,players should always feel like they re the main character in their own story there are also secondary impartial characters,"['player', 'feel', 'like', 'main', 'character', 'story', 'secondary', 'impartial', 'character']",player feel like main character story secondary impartial character,0.3612,0.11599999999999999,0.0,0.884
B6_S4,B6,S,S4,"Characters: two main groups - police and community, subroles depending on the scenario",characters two main groups police and community subroles depending on the scenario,"['character', 'main', 'group', 'police', 'community', 'subrole', 'depend', 'scenario']",character main group police community subrole depend scenario,0.0,0.0,0.0,1.0
