unique_id,workshop_id,sn_type,sn_id,sn_content,sn_clean,sn_token,sn_token_str,compound_s,positive_s,negative_s,neutral_s
loa_G3,loa,G,G3,"mandatory, recurring",mandatory recurring,"['mandatory', 'recur']",mandatory recur,0.0772,0.565,0.0,0.435
loa_G4,loa,G,G4,see an idea/ image first and then everyone gives opinion on it,see an idea image first and then everyone gives opinion on it,"['idea', 'image', 'give', 'opinion']",idea image give opinion,0.0,0.0,0.0,1.0
loa_G5,loa,G,G5,"game should be engaging, game should be well produced/ cool/ designed",game should be engaging game should be well produced cool designed,"['game', 'engage', 'game', 'produce', 'cool', 'design']",game engage game produce cool design,0.7003,0.459,0.0,0.541
loa_G6,loa,G,G6,"shame, discovery, bewilderment",shame discovery bewilderment,"['shame', 'discovery', 'bewilderment']",shame discovery bewilderment,-0.4767,0.0,0.608,0.392
loa_G7,loa,G,G7,"discomfort, curiosity, vulnerability",discomfort curiosity vulnerability,"['discomfort', 'curiosity', 'vulnerability']",discomfort curiosity vulnerability,-0.5719,0.0,0.825,0.175
loa_G8,loa,G,G8,"multichoice thing, time-pressure, feedback at end",multichoice thing time pressure feedback at end,"['multichoice', 'thing', 'time', 'pressure', 'feedback', 'end']",multichoice thing time pressure feedback end,-0.296,0.0,0.268,0.732
loa_G9,loa,G,G9,"moves the story along, player sees what happens after immediate action, in the end player sees all other possible scenarios",moves the story along player sees what happens after immediate action in the end player sees all other possible scenarios,"['move', 'story', 'player', 'see', 'happen', 'immediate', 'action', 'end', 'player', 'see', 'possible', 'scenario']",move story player see happen immediate action end player see possible scenario,0.0,0.0,0.0,1.0
loa_U1,loa,U,U1,game results are shared yes,game results are shared yes,"['game', 'result', 'share', 'yes']",game result share yes,0.6249,0.63,0.0,0.37
loa_U2,loa,U,U2,progress report shown only when player stops at end. Analysis has to be nuanced and insightful,progress report shown only when player stops at end analysis has to be nuanced and insightful,"['progress', 'report', 'show', 'player', 'stop', 'end', 'analysis', 'nuanced', 'insightful']",progress report show player stop end analysis nuanced insightful,0.296,0.152,0.087,0.761
loa_U3,loa,U,U3,"sharing results built into the game, results shown anonymous but no choice, nameless statistics on areas, voluntarily share",sharing results built into the game results shown anonymous but no choice nameless statistics on areas voluntarily share,"['share', 'result', 'build', 'game', 'result', 'show', 'anonymous', 'no', 'choice', 'nameless', 'statistic', 'area', 'voluntarily', 'share']",share result build game result show anonymous no choice nameless statistic area voluntarily share,0.2263,0.209,0.124,0.667
