unique_id,workshop_id,sn_type,sn_id,sn_content,sn_clean,sn_token,sn_token_str,compound_s,positive_s,negative_s,neutral_s
A2_G5,A2,G,G5,Anger and Competiteveness,anger and competiteveness,"['anger', 'competiteveness']",anger competiteveness,-0.5719,0.0,0.649,0.35100000000000003
A2_G6,A2,G,G6,Outcomes: Accumulation of points Eligibility to continue training,outcomes accumulation of points eligibility to continue training,"['outcome', 'accumulation', 'point', 'eligibility', 'continue', 'train']",outcome accumulation point eligibility continue train,0.0,0.0,0.0,1.0
A3_G1,A3,G,G1,"levels based on comfort, on self-evaluated literacy on anti-racism topics. Yes.",levels based on comfort on self evaluated literacy on anti racism topics yes,"['level', 'base', 'comfort', 'self', 'evaluate', 'literacy', 'anti', 'racism', 'topic', 'yes']",level base comfort self evaluate literacy anti racism topic yes,-0.29600000000000004,0.252,0.311,0.43700000000000006
A3_G2,A3,G,G2,"curiosity, resentment, guilt, hope, pain, sadness, anger, solidarity, optimism",curiosity resentment guilt hope pain sadness anger solidarity optimism,"['curiosity', 'resentment', 'guilt', 'hope', 'pain', 'sadness', 'anger', 'solidarity', 'optimism']",curiosity resentment guilt hope pain sadness anger solidarity optimism,-0.743,0.35100000000000003,0.608,0.040999999999999995
A3_G3,A3,G,G3,serious game,serious game,['game'],game,-0.0772,0.0,0.565,0.435
A3_G4,A3,G,G4,They can talk or pass notes to each other;,they can talk or pass notes to each other,"['talk', 'pass', 'note']",talk pass note,0.0,0.0,0.0,1.0
A3_G5,A3,G,G5,Choosing the direction the game goes; They will be able to see how certain actions lead to communication breakdown while others lead to better problem solving.,choosing the direction the game goes they will be able to see how certain actions lead to communication breakdown while others lead to better problem solving,"['choose', 'direction', 'game', 'go', 'able', 'certain', 'action', 'lead', 'communication', 'breakdown', 'lead', 'well', 'problem', 'solve']",choose direction game go able certain action lead communication breakdown lead well problem solve,0.5719,0.231,0.084,0.685
A3_G6,A3,G,G6,"Cool if players could see what happens when communicaton breaks down; To sustain motivation we offer resources as the game progresses; The game starts with many limitations, for example with communication or language. Perhaps only communicating with notes or with a  limitation on what words you can use. Or you can only talk to specific people. but in another stage of the game communication can be more free between players.",cool if players could see what happens when communicaton breaks down to sustain motivation we offer resources as the game progresses the game starts with many limitations for example with communication or language perhaps only communicating with notes or with a limitation on what words you can use or you can only talk to specific people but in another stage of the game communication can be more free between players,"['cool', 'player', 'happen', 'communicaton', 'break', 'sustain', 'motivation', 'offer', 'resource', 'game', 'progress', 'game', 'start', 'limitation', 'example', 'communication', 'language', 'communicate', 'note', 'limitation', 'word', 'use', 'talk', 'specific', 'people', 'stage', 'game', 'communication', 'free', 'player']",cool player happen communicaton break sustain motivation offer resource game progress game start limitation example communication language communicate note limitation word use talk specific people stage game communication free player,0.7677,0.109,0.021,0.87
A4_G1,A4,G,G1,"very serious game ""civilization"" game simulation game SIMS game GTA game",very serious game civilization game simulation game sims game gta game,"['game', 'civilization', 'game', 'simulation', 'game', 'sims', 'game', 'gta', 'game']",game civilization game simulation game sims game gta game,-0.1513,0.0,0.13699999999999998,0.863
A4_G2,A4,G,G2,discomfort anger sadness controversial decision making sense of community clarity,discomfort anger sadness controversial decision making sense of community clarity,"['discomfort', 'anger', 'sadness', 'controversial', 'decision', 'make', 'sense', 'community', 'clarity']",discomfort anger sadness controversial decision make sense community clarity,-0.8176,0.14300000000000002,0.593,0.265
A4_G3,A4,G,G3,different parts missions stars badges that allow you to play certain parts (like in the real world),different parts missions stars badges that allow you to play certain parts like in the real world,"['different', 'part', 'mission', 'star', 'badge', 'allow', 'play', 'certain', 'part', 'like', 'real', 'world']",different part mission star badge allow play certain part like real world,0.7845,0.406,0.0,0.594
A4_G4,A4,G,G4,Unlock more characters to play Multiple currencies (Not just money) Social Exchange Make it mandatory as part of training,unlock more characters to play multiple currencies not just money social exchange make it mandatory as part of training,"['unlock', 'character', 'play', 'multiple', 'currency', 'not', 'money', 'social', 'exchange', 'mandatory', 'training']",unlock character play multiple currency not money social exchange mandatory training,0.4522,0.18899999999999997,0.0,0.8109999999999999
A4_G5,A4,G,G5,"Definitely have feedback, resources at risk Players themselves decide what actions are available and costs",definitely have feedback resources at risk players themselves decide what actions are available and costs,"['definitely', 'feedback', 'resource', 'risk', 'player', 'decide', 'action', 'available', 'cost']",definitely feedback resource risk player decide action available cost,0.1531,0.152,0.11800000000000001,0.73
A5_G1,A5,G,G1,at the end you review your decisions and analyse yourself and understand own bias,at the end you review your decisions and analyse yourself and understand own bias,"['end', 'review', 'decision', 'analyse', 'understand', 'bias']",end review decision analyse understand bias,-0.1027,0.0,0.09699999999999999,0.903
A5_G2,A5,G,G2,helping or not helping,helping or not helping,"['help', 'not', 'help']",help not help,0.0803,0.361,0.31,0.32899999999999996
A5_G3,A5,G,G3,many levels,many levels,['level'],level,0.0,0.0,0.0,1.0
A5_G4,A5,G,G4,having fun,having fun,"['have', 'fun']",have fun,0.5106,0.767,0.0,0.233
A5_G5,A5,G,G5,Roleplay,roleplay,['roleplay'],roleplay,0.0,0.0,0.0,1.0
A5_G6,A5,G,G6,winning,winning,['win'],win,0.5267,1.0,0.0,0.0
A5_G7,A5,G,G7,peace,peace,['peace'],peace,0.5423,1.0,0.0,0.0
A5_G8,A5,G,G8,Levels,levels,['level'],level,0.0,0.0,0.0,1.0
A5_G9,A5,G,G9,fear,fear,['fear'],fear,-0.4939,0.0,1.0,0.0
A5_G10,A5,G,G10,Empathy,empathy,['empathy'],empathy,0.0,0.0,0.0,1.0
A5_G11,A5,G,G11,compassion,compassion,['compassion'],compassion,0.4588,1.0,0.0,0.0
A6_G1,A6,G,G1,illustrative/visuals and people's interpretations based game,illustrative visuals and people s interpretations based game,"['illustrative', 'visual', 'people', 's', 'interpretation', 'base', 'game']",illustrative visual people s interpretation base game,0.0,0.0,0.0,1.0
A6_G2,A6,G,G2,"motivation: mandatory, recurring",motivation mandatory recurring,"['motivation', 'mandatory', 'recur']",motivation mandatory recur,0.4019,0.787,0.0,0.213
A6_G3,A6,G,G3,see an idea/image first and then everyone gives opinion on it,see an idea image first and then everyone gives opinion on it,"['idea', 'image', 'give', 'opinion']",idea image give opinion,0.0,0.0,0.0,1.0
A6_G4,A6,G,G4,"different levels, different parts, evolving",different levels different parts evolving,"['different', 'level', 'different', 'part', 'evolve']",different level different part evolve,0.0,0.0,0.0,1.0
A6_G5,A6,G,G5,"motivation: game should be engaging, game should be well produced/cool/designed",motivation game should be engaging game should be well produced cool designed,"['motivation', 'game', 'engage', 'game', 'produce', 'cool', 'design']",motivation game engage game produce cool design,0.802,0.535,0.0,0.465
A6_G6,A6,G,G6,"shame, discovery, bewilderment",shame discovery bewilderment,"['shame', 'discovery', 'bewilderment']",shame discovery bewilderment,-0.4767,0.0,0.608,0.392
A6_G7,A6,G,G7,"outcome: moves the story along, player sees what happens after immediate action, in the end player sees all other possible scenarios",outcome moves the story along player sees what happens after immediate action in the end player sees all other possible scenarios,"['outcome', 'move', 'story', 'player', 'see', 'happen', 'immediate', 'action', 'end', 'player', 'see', 'possible', 'scenario']",outcome move story player see happen immediate action end player see possible scenario,0.0,0.0,0.0,1.0
A6_G8,A6,G,G8,"multi choice thing, time-pressure, feedback at end",multi choice thing time pressure feedback at end,"['multi', 'choice', 'thing', 'time', 'pressure', 'feedback', 'end']",multi choice thing time pressure feedback end,-0.29600000000000004,0.0,0.239,0.7609999999999999
A6_G9,A6,G,G9,"discomfort, curiosity, vulnerability",discomfort curiosity vulnerability,"['discomfort', 'curiosity', 'vulnerability']",discomfort curiosity vulnerability,-0.5719,0.0,0.825,0.175
