unique_id,workshop_id,sn_type,sn_id,sn_content,sn_clean,sn_token,sn_token_str,compound_s,positive_s,negative_s,neutral_s
A3_L4,A3,L,L4,game design; there is a time barrier to communicate what one knows of the story to other players,game design there is a time barrier to communicate what one knows of the story to other players,"['game', 'design', 'time', 'barrier', 'communicate', 'know', 'story', 'player']",game design time barrier communicate know story player,-0.128,0.0,0.081,0.919
A3_L5,A3,L,L5,"Given one scenario and certain restrictions, the players will try to communcate the 'story' to each other. At the beginning players are given prompt cards about their situation that only they have knowledge about. other players have to understand what the issues are but there are limitatons to communication. Other players might have limited information such as racial identify. The learning outcome is to work around communication barriers and to identify the implicit assmptions or biases. Resources to better understand things come later.",given one scenario and certain restrictions the players will try to communcate the story to each other at the beginning players are given prompt cards about their situation that only they have knowledge about other players have to understand what the issues are but there are limitatons to communication other players might have limited information such as racial identify the learning outcome is to work around communication barriers and to identify the implicit assmptions or biases resources to better understand things come later,"['give', 'scenario', 'certain', 'restriction', 'player', 'try', 'communcate', 'story', 'begin', 'player', 'give', 'prompt', 'card', 'situation', 'knowledge', 'player', 'understand', 'issue', 'limitaton', 'communication', 'player', 'limited', 'information', 'racial', 'identify', 'learning', 'outcome', 'work', 'communication', 'barrier', 'identify', 'implicit', 'assmption', 'bias', 'resource', 'well', 'understand', 'thing', 'come', 'later']",give scenario certain restriction player try communcate story begin player give prompt card situation knowledge player understand issue limitaton communication player limited information racial identify learning outcome work communication barrier identify implicit assmption bias resource well understand thing come later,0.4678,0.062,0.027,0.912
A3_L6,A3,L,L6,Little skills or knowledge required. Same spoken language. Cursory knowledge of the mental health and policing systems in USA. (or maybe not! could be gained in game). Skills and knowledge gained: awareness of implicit bias; better communication; identification of communication needs; dealing with the time barrier to understand why people don't access specific resources; How to make a care plan,little skills or knowledge required same spoken language cursory knowledge of the mental health and policing systems in usa or maybe not could be gained in game skills and knowledge gained awareness of implicit bias better communication identification of communication needs dealing with the time barrier to understand why people don t access specific resources how to make a care plan,"['little', 'skill', 'knowledge', 'require', 'spoken', 'language', 'cursory', 'knowledge', 'mental', 'health', 'policing', 'system', 'usa', 'maybe', 'not', 'gain', 'game', 'skill', 'knowledge', 'gain', 'awareness', 'implicit', 'bias', 'well', 'communication', 'identification', 'communication', 'need', 'deal', 'time', 'barrier', 'understand', 'people', 'don', 't', 'access', 'specific', 'resource', 'care', 'plan']",little skill knowledge require spoken language cursory knowledge mental health policing system usa maybe not gain game skill knowledge gain awareness implicit bias well communication identification communication need deal time barrier understand people don t access specific resource care plan,0.6824,0.126,0.074,0.8
A3_S1,A3,S,S1,"The story takes place in the USA. Involving a conflict between a white person and a black person and the police is present. Police has to address the situation [sorry so vague]; Mental health patient, BIPOC. Smashed his face into the cop car to be taken to the hospital instead of back to the insitution. Had to be restrained, cops and security handling him, and no mental health support. Stayed in ICU. How to provide an avenue for resolution / well being and safety with resources? who else to call? How to appraoch?",the story takes place in the usa involving a conflict between a white person and a black person and the police is present police has to address the situation sorry so vague mental health patient bipoc smashed his face into the cop car to be taken to the hospital instead of back to the insitution had to be restrained cops and security handling him and no mental health support stayed in icu how to provide an avenue for resolution well being and safety with resources who else to call how to appraoch,"['story', 'take', 'place', 'usa', 'involve', 'conflict', 'white', 'person', 'black', 'person', 'police', 'present', 'police', 'address', 'situation', 'sorry', 'vague', 'mental', 'health', 'patient', 'bipoc', 'smash', 'face', 'cop', 'car', 'take', 'hospital', 'instead', 'insitution', 'restrain', 'cop', 'security', 'handle', 'no', 'mental', 'health', 'support', 'stay', 'icu', 'provide', 'avenue', 'resolution', 'safety', 'resource', 'appraoch']",story take place usa involve conflict white person black person police present police address situation sorry vague mental health patient bipoc smash face cop car take hospital instead insitution restrain cop security handle no mental health support stay icu provide avenue resolution safety resource appraoch,0.5161,0.098,0.075,0.826
A3_S2,A3,S,S2,"In Detroit, now, pandemic, world with other confounding issues. Post trump presidency, mental health issues are exacerbated and central part of the story. Health issues are a big part of it. Trauma response.",in detroit now pandemic world with other confounding issues post trump presidency mental health issues are exacerbated and central part of the story health issues are a big part of it trauma response,"['detroit', 'pandemic', 'world', 'confounding', 'issue', 'post', 'trump', 'presidency', 'mental', 'health', 'issue', 'exacerbate', 'central', 'story', 'health', 'issue', 'big', 'trauma', 'response']",detroit pandemic world confounding issue post trump presidency mental health issue exacerbate central story health issue big trauma response,-0.4215,0.0,0.08,0.92
A3_S3,A3,S,S3,(1) Black mental health patient (2) First response police officer (PLAYER PLAYS THIS ROLE) (3) social worker (4) nurses and healthcare workers (5) patient's family (6) patient's community,black mental health patient first response police officer player plays this role social worker nurses and healthcare workers patient s family patient s community,"['black', 'mental', 'health', 'patient', 'response', 'police', 'officer', 'player', 'play', 'role', 'social', 'worker', 'nurse', 'healthcare', 'worker', 'patient', 's', 'family', 'patient', 's', 'community']",black mental health patient response police officer player play role social worker nurse healthcare worker patient s family patient s community,0.25,0.08,0.0,0.92
A3_S4,A3,S,S4,"Interact with cards holding information about stories. Interact with each other to communicate what is going on with limitations. Interact with cards that might pose limitations (time limits). Interact with cards that can bring resources options into the game, including more time to communicate, other characters",interact with cards holding information about stories interact with each other to communicate what is going on with limitations interact with cards that might pose limitations time limits interact with cards that can bring resources options into the game including more time to communicate other characters,"['interact', 'card', 'hold', 'information', 'story', 'interact', 'communicate', 'go', 'limitation', 'interact', 'card', 'pose', 'limitation', 'time', 'limit', 'interact', 'card', 'bring', 'resource', 'option', 'game', 'include', 'time', 'communicate', 'character']",interact card hold information story interact communicate go limitation interact card pose limitation time limit interact card bring resource option game include time communicate character,0.0,0.0,0.0,1.0
A3_S5,A3,S,S5,"Main character is the police officer making decisions. Main secondary character would be the patient. other secondary characters are resources and the community such as social worker, nurse, etc. Players can switch roles based on their real roles in society i.e. police offer could play the patient or nurse.",main character is the police officer making decisions main secondary character would be the patient other secondary characters are resources and the community such as social worker nurse etc players can switch roles based on their real roles in society i e police offer could play the patient or nurse,"['main', 'character', 'police', 'officer', 'make', 'decision', 'main', 'secondary', 'character', 'patient', 'secondary', 'character', 'resource', 'community', 'social', 'worker', 'nurse', 'etc', 'player', 'switch', 'role', 'base', 'real', 'role', 'society', 'e', 'police', 'offer', 'play', 'patient', 'nurse']",main character police officer make decision main secondary character patient secondary character resource community social worker nurse etc player switch role base real role society e police offer play patient nurse,0.34,0.047,0.0,0.953
A3_G1,A3,G,G1,"levels based on comfort, on self-evaluated literacy on anti-racism topics. Yes.",levels based on comfort on self evaluated literacy on anti racism topics yes,"['level', 'base', 'comfort', 'self', 'evaluate', 'literacy', 'anti', 'racism', 'topic', 'yes']",level base comfort self evaluate literacy anti racism topic yes,-0.296,0.252,0.311,0.437
A3_G2,A3,G,G2,"curiosity, resentment, guilt, hope, pain, sadness, anger, solidarity, optimism",curiosity resentment guilt hope pain sadness anger solidarity optimism,"['curiosity', 'resentment', 'guilt', 'hope', 'pain', 'sadness', 'anger', 'solidarity', 'optimism']",curiosity resentment guilt hope pain sadness anger solidarity optimism,-0.743,0.351,0.608,0.041
A3_G3,A3,G,G3,serious game,serious game,['game'],game,-0.0772,0.0,0.565,0.435
A3_G4,A3,G,G4,They can talk or pass notes to each other;,they can talk or pass notes to each other,"['talk', 'pass', 'note']",talk pass note,0.0,0.0,0.0,1.0
A3_G5,A3,G,G5,Choosing the direction the game goes; They will be able to see how certain actions lead to communication breakdown while others lead to better problem solving.,choosing the direction the game goes they will be able to see how certain actions lead to communication breakdown while others lead to better problem solving,"['choose', 'direction', 'game', 'go', 'able', 'certain', 'action', 'lead', 'communication', 'breakdown', 'lead', 'well', 'problem', 'solve']",choose direction game go able certain action lead communication breakdown lead well problem solve,0.5719,0.231,0.084,0.685
A3_G6,A3,G,G6,"Cool if players could see what happens when communicaton breaks down; To sustain motivation we offer resources as the game progresses; The game starts with many limitations, for example with communication or language. Perhaps only communicating with notes or with a  limitation on what words you can use. Or you can only talk to specific people. but in another stage of the game communication can be more free between players.",cool if players could see what happens when communicaton breaks down to sustain motivation we offer resources as the game progresses the game starts with many limitations for example with communication or language perhaps only communicating with notes or with a limitation on what words you can use or you can only talk to specific people but in another stage of the game communication can be more free between players,"['cool', 'player', 'happen', 'communicaton', 'break', 'sustain', 'motivation', 'offer', 'resource', 'game', 'progress', 'game', 'start', 'limitation', 'example', 'communication', 'language', 'communicate', 'note', 'limitation', 'word', 'use', 'talk', 'specific', 'people', 'stage', 'game', 'communication', 'free', 'player']",cool player happen communicaton break sustain motivation offer resource game progress game start limitation example communication language communicate note limitation word use talk specific people stage game communication free player,0.7677,0.109,0.021,0.87
A3_U1,A3,U,U1,Yes sharing in group discussion. Disclosure is important.,yes sharing in group discussion disclosure is important,"['yes', 'share', 'group', 'discussion', 'disclosure', 'important']",yes share group discussion disclosure important,0.743,0.593,0.0,0.407
A3_U2,A3,U,U2,At different stages there are debriefs about every players' interpretation about what's going on.,at different stages there are debriefs about every players interpretation about what s going on,"['different', 'stage', 'debrief', 'player', 'interpretation', 's', 'go']",different stage debrief player interpretation s go,0.0,0.0,0.0,1.0
A4_L1,A4,L,L1,Feedback on how you played the game Shifting perspectives Player interaction,feedback on how you played the game shifting perspectives player interaction,"['feedback', 'play', 'game', 'shift', 'perspective', 'player', 'interaction']",feedback play game shift perspective player interaction,0.34,0.194,0.0,0.806
A4_L2,A4,L,L2,"Need knowledge, intuition, streets smarts Game accessible to everyone Gain: different perspectives",need knowledge intuition streets smarts game accessible to everyone gain different perspectives,"['need', 'knowledge', 'intuition', 'street', 'smart', 'game', 'accessible', 'gain', 'different', 'perspective']",need knowledge intuition street smart game accessible gain different perspective,0.7184,0.375,0.0,0.625
A4_L3,A4,L,L3,understanding just okaying the game to play it all about the side quest each character could have its own individual drive (challenge & a goal) realistic behaviour behave in a way that you think is good,understanding just okaying the game to play it all about the side quest each character could have its own individual drive challenge a goal realistic behaviour behave in a way that you think is good,"['understanding', 'okay', 'game', 'play', 'quest', 'character', 'individual', 'drive', 'challenge', 'goal', 'realistic', 'behaviour', 'behave', 'way', 'think', 'good']",understanding okay game play quest character individual drive challenge goal realistic behaviour behave way think good,0.6808,0.171,0.0,0.829
A4_L4,A4,L,L4,partially understanding other perspectives coproducing a solution to community oriented policing compassion between community members and cops making cops understand their role in the community on a broader structural level / reevaluation of their role,partially understanding other perspectives coproducing a solution to community oriented policing compassion between community members and cops making cops understand their role in the community on a broader structural level reevaluation of their role,"['partially', 'understand', 'perspective', 'coproduce', 'solution', 'community', 'orient', 'policing', 'compassion', 'community', 'member', 'cop', 'make', 'cop', 'understand', 'role', 'community', 'broad', 'structural', 'level', 'reevaluation', 'role']",partially understand perspective coproduce solution community orient policing compassion community member cop make cop understand role community broad structural level reevaluation role,0.6486,0.142,0.0,0.858
A4_L5,A4,L,L5,community members cops played separately  or sometimes together? specific characters: different characters with different interests,community members cops played separately or sometimes together specific characters different characters with different interests,"['community', 'member', 'cop', 'play', 'separately', 'specific', 'character', 'different', 'character', 'different', 'interest']",community member cop play separately specific character different character different interest,0.5267,0.253,0.0,0.747
A4_S1,A4,S,S1,Players interact with other characters (both player controlled and others),players interact with other characters both player controlled and others,"['player', 'interact', 'character', 'player', 'control']",player interact character player control,0.0,0.0,0.0,1.0
A4_S2,A4,S,S2,"Player controlled characters are main characters, secondary characters are others not controlled by characters The backgrounds of characters are made by players",player controlled characters are main characters secondary characters are others not controlled by characters the backgrounds of characters are made by players,"['player', 'control', 'character', 'main', 'character', 'secondary', 'character', 'not', 'control', 'character', 'background', 'character', 'player']",player control character main character secondary character not control character background character player,0.0,0.0,0.0,1.0
A4_S3,A4,S,S3,real world our world steamy alleyways could be sci-fi fantasy and still give insight into the world could be metaphorical or an imagined future (bezos and musk on Mars) include a historical connection that mirrors the real history of policing a place of conflict part of the world where police and community members interact,real world our world steamy alleyways could be sci fi fantasy and still give insight into the world could be metaphorical or an imagined future bezos and musk on mars include a historical connection that mirrors the real history of policing a place of conflict part of the world where police and community members interact,"['real', 'world', 'world', 'steamy', 'alleyway', 'sci', 'fi', 'fantasy', 'insight', 'world', 'metaphorical', 'imagine', 'future', 'bezos', 'musk', 'mars', 'include', 'historical', 'connection', 'mirror', 'real', 'history', 'police', 'place', 'conflict', 'world', 'police', 'community', 'member', 'interact']",real world world steamy alleyway sci fi fantasy insight world metaphorical imagine future bezos musk mars include historical connection mirror real history police place conflict world police community member interact,-0.3182,0.0,0.041,0.959
A4_S4,A4,S,S4,different scenarios something bad happened and police get involved police get involved for no good reason interactions between police and community members realistic,different scenarios something bad happened and police get involved police get involved for no good reason interactions between police and community members realistic,"['different', 'scenario', 'bad', 'happen', 'police', 'involve', 'police', 'involve', 'no', 'good', 'reason', 'interaction', 'police', 'community', 'member', 'realistic']",different scenario bad happen police involve police involve no good reason interaction police community member realistic,-0.7101,0.0,0.22,0.78
A4_G1,A4,G,G1,"very serious game ""civilization"" game simulation game SIMS game GTA game",very serious game civilization game simulation game sims game gta game,"['game', 'civilization', 'game', 'simulation', 'game', 'sims', 'game', 'gta', 'game']",game civilization game simulation game sims game gta game,-0.1513,0.0,0.137,0.863
A4_G2,A4,G,G2,discomfort anger sadness controversial decision making sense of community clarity,discomfort anger sadness controversial decision making sense of community clarity,"['discomfort', 'anger', 'sadness', 'controversial', 'decision', 'make', 'sense', 'community', 'clarity']",discomfort anger sadness controversial decision make sense community clarity,-0.8176,0.143,0.593,0.265
A4_G3,A4,G,G3,different parts missions stars badges that allow you to play certain parts (like in the real world),different parts missions stars badges that allow you to play certain parts like in the real world,"['different', 'part', 'mission', 'star', 'badge', 'allow', 'play', 'certain', 'part', 'like', 'real', 'world']",different part mission star badge allow play certain part like real world,0.7845,0.406,0.0,0.594
A4_G4,A4,G,G4,Unlock more characters to play Multiple currencies (Not just money) Social Exchange Make it mandatory as part of training,unlock more characters to play multiple currencies not just money social exchange make it mandatory as part of training,"['unlock', 'character', 'play', 'multiple', 'currency', 'not', 'money', 'social', 'exchange', 'mandatory', 'training']",unlock character play multiple currency not money social exchange mandatory training,0.4522,0.189,0.0,0.811
A4_G5,A4,G,G5,"Definitely have feedback, resources at risk Players themselves decide what actions are available and costs",definitely have feedback resources at risk players themselves decide what actions are available and costs,"['definitely', 'feedback', 'resource', 'risk', 'player', 'decide', 'action', 'available', 'cost']",definitely feedback resource risk player decide action available cost,0.1531,0.152,0.118,0.73
A4_U1,A4,U,U1,Yes,yes,['yes'],yes,0.4019,1.0,0.0,0.0
A4_U2,A4,U,U2,Progress: Characters level up and gain resources currencies Evaluations of character progress,progress characters level up and gain resources currencies evaluations of character progress,"['progress', 'character', 'level', 'gain', 'resource', 'currency', 'evaluation', 'character', 'progress']",progress character level gain resource currency evaluation character progress,0.8402,0.5,0.0,0.5
A4_U3,A4,U,U3,Allow people to share if they want - Safe space Final player summaries evaluations,allow people to share if they want safe space final player summaries evaluations,"['allow', 'people', 'share', 'want', 'safe', 'space', 'final', 'player', 'summary', 'evaluation']",allow people share want safe space final player summary evaluation,0.743,0.48,0.0,0.52
A5_L1,A5,L,L1,reduced bias in own actions,reduced bias in own actions,"['reduce', 'bias', 'action']",reduce bias action,-0.1027,0.0,0.259,0.741
A5_L2,A5,L,L2,statistics fact checking,statistics fact checking,"['statistic', 'fact', 'check']",statistic fact check,0.0,0.0,0.0,1.0
A5_L3,A5,L,L3,understanding own bias,understanding own bias,"['understand', 'bias']",understand bias,-0.1027,0.0,0.412,0.588
A5_L4,A5,L,L4,police academy students,police academy students,"['police', 'academy', 'student']",police academy student,0.0,0.0,0.0,1.0
A5_L5,A5,L,L5,rewards and penalties,rewards and penalties,"['reward', 'penalty']",reward penalty,0.4767,0.608,0.0,0.392
A5_L6,A5,L,L6,tradeoffs,tradeoffs,['tradeoff'],tradeoff,0.0,0.0,0.0,1.0
A5_L7,A5,L,L7,video,video,['video'],video,0.0,0.0,0.0,1.0
A5_L8,A5,L,L8,roleplay,roleplay,['roleplay'],roleplay,0.0,0.0,0.0,1.0
A5_L9,A5,L,L9,how bias is experienced,how bias is experienced,"['bias', 'experience']",bias experience,-0.1027,0.0,0.318,0.682
A5_L10,A5,L,L10,understanding racial bias,understanding racial bias,"['understand', 'racial', 'bias']",understand racial bias,-0.1027,0.0,0.412,0.588
A5_L11,A5,L,L11,what bias looks like,what bias looks like,"['bias', 'look', 'like']",bias look like,0.2732,0.424,0.237,0.339
A5_L12,A5,L,L12,understand what bias is,understand what bias is,"['understand', 'bias']",understand bias,-0.1027,0.0,0.318,0.682
A5_L13,A5,L,L13,understanding different worldviews,understanding different worldviews,"['understand', 'different', 'worldview']",understand different worldview,0.0,0.0,0.0,1.0
A5_L14,A5,L,L14,self review,self review,"['self', 'review']",self review,0.0,0.0,0.0,1.0
A5_L15,A5,L,L15,age restriction is eighteen,age restriction is eighteen,"['age', 'restriction']",age restriction,-0.2732,0.0,0.412,0.588
A5_L16,A5,L,L16,anyone should be able to play,anyone should be able to play,"['able', 'play']",able play,0.34,0.324,0.0,0.676
A5_S1,A5,S,S1,lord of the flies theme,lord of the flies theme,"['lord', 'fly', 'theme']",lord fly theme,0.0,0.0,0.0,1.0
