unique_id,workshop_id,sn_type,sn_id,sn_content,sn_clean,sn_token,sn_token_str,compound_s,positive_s,negative_s,neutral_s
B4_G6,B4,G,G6,Indignation,indignation,['indignation'],indignation,-0.5267,0.0,1.0,0.0
B4_G7,B4,G,G7,Frustration,frustration,['frustration'],frustration,-0.4767,0.0,1.0,0.0
B4_G8,B4,G,G8,You can source feedback but no interactions with other players,you can source feedback but no interactions with other players,"['source', 'feedback', 'no', 'interaction', 'player']",source feedback no interaction player,-0.4215,0.0,0.237,0.763
B4_G9,B4,G,G9,each action has various outcomes such as (jail death fines verbal warrants etc.),each action has various outcomes such as jail death fines verbal warrants etc,"['action', 'outcome', 'jail', 'death', 'fine', 'verbal', 'warrant', 'etc']",action outcome jail death fine verbal warrant etc,-0.5994,0.0,0.245,0.755
B4_G10,B4,G,G10,Curiosity,curiosity,['curiosity'],curiosity,0.0,0.0,0.0,1.0
B5_L1,B5,L,L1,Level of entry should be pretty low; instructions fairly simple. Goal is for them to understand safety and their own biases in situations,level of entry should be pretty low instructions fairly simple goal is for them to understand safety and their own biases in situations,"['level', 'entry', 'pretty', 'low', 'instruction', 'fairly', 'simple', 'goal', 'understand', 'safety', 'bias', 'situation']",level entry pretty low instruction fairly simple goal understand safety bias situation,0.5994,0.214,0.075,0.712
B5_L2,B5,L,L2,Recognizing internal biases,recognizing internal biases,"['recognize', 'internal', 'bias']",recognize internal bias,0.0,0.0,0.0,1.0
B5_L3,B5,L,L3,Learning to value keeping people safe vs. enforcing rules; reflecting on internal biases,learning to value keeping people safe vs enforcing rules reflecting on internal biases,"['learn', 'value', 'keep', 'people', 'safe', 'vs', 'enforce', 'rule', 'reflect', 'internal', 'bias']",learn value keep people safe vs enforce rule reflect internal bias,0.6486,0.325,0.0,0.675
B5_L4,B5,L,L4,Different scenarios with different decisions available; players will see the consequences of the actions they take,different scenarios with different decisions available players will see the consequences of the actions they take,"['different', 'scenario', 'different', 'decision', 'available', 'player', 'consequence', 'action']",different scenario different decision available player consequence action,0.0,0.0,0.0,1.0
B5_S1,B5,S,S1,"Interact with secondary characters; given specific scenarios for each of those characters, and each combination would produce a specific outcome",interact with secondary characters given specific scenarios for each of those characters and each combination would produce a specific outcome,"['interact', 'secondary', 'character', 'give', 'specific', 'scenario', 'character', 'combination', 'produce', 'specific', 'outcome']",interact secondary character give specific scenario character combination produce specific outcome,0.0,0.0,0.0,1.0
B5_S2,B5,S,S2,Main character is a superhero (pick your own name and identity); secondary characters should be different people from different walks of life,main character is a superhero pick your own name and identity secondary characters should be different people from different walks of life,"['main', 'character', 'superhero', 'pick', 'identity', 'secondary', 'character', 'different', 'people', 'different', 'walk', 'life']",main character superhero pick identity secondary character different people different walk life,0.0,0.0,0.0,1.0
B5_S3,B5,S,S3,Superhero plot,superhero plot,"['superhero', 'plot']",superhero plot,0.0,0.0,0.0,1.0
B5_S4,B5,S,S4,Gotham-esque,gotham esque,"['gotham', 'esque']",gotham esque,0.0,0.0,0.0,1.0
B5_G1,B5,G,G1,Outcomes: each card that you choose changes the outcome of the game,outcomes each card that you choose changes the outcome of the game,"['outcome', 'card', 'choose', 'change', 'outcome', 'game']",outcome card choose change outcome game,0.0,0.0,0.0,1.0
B5_G2,B5,G,G2,Internal motivation; sustained motivation through...?,internal motivation sustained motivation through,"['internal', 'motivation', 'sustain', 'motivation']",internal motivation sustain motivation,0.5859,0.615,0.0,0.385
B5_G3,B5,G,G3,"Choosing cards, and each card changes the outcome of the game (choose-your-own-adventure style) Time limit: No? Feedback: Yes, to encourage learning",choosing cards and each card changes the outcome of the game choose your own adventure style time limit no feedback yes to encourage learning,"['choose', 'card', 'card', 'change', 'outcome', 'game', 'choose', 'adventure', 'style', 'time', 'limit', 'no', 'feedback', 'yes', 'encourage', 'learn']",choose card card change outcome game choose adventure style time limit no feedback yes encourage learn,0.2828,0.186,0.148,0.665
B5_G4,B5,G,G4,"The player could be anyone (law enforcement, general public)",the player could be anyone law enforcement general public,"['player', 'law', 'enforcement', 'general', 'public']",player law enforcement general public,0.0,0.0,0.0,1.0
B5_G5,B5,G,G5,"Evoke reflection, empathy, discomfort (growth)",evoke reflection empathy discomfort growth,"['evoke', 'reflection', 'empathy', 'discomfort', 'growth']",evoke reflection empathy discomfort growth,-0.0516,0.31,0.333,0.357
B5_G6,B5,G,G6,"Yes, levels",yes levels,"['yes', 'level']",yes level,0.4019,0.73,0.0,0.27
B5_G7,B5,G,G7,A serious video game,a serious video game,"['video', 'game']",video game,-0.0772,0.0,0.302,0.698
B6_L1,B6,L,L1,No knowledge needed to play; soft skills  empathy and conflict resolution and facts inequities in policing,no knowledge needed to play soft skills empathy and conflict resolution and facts inequities in policing,"['no', 'knowledge', 'need', 'play', 'soft', 'skill', 'empathy', 'conflict', 'resolution', 'fact', 'inequity', 'police']",no knowledge need play soft skill empathy conflict resolution fact inequity police,-0.2732,0.121,0.226,0.653
B6_L2,B6,L,L2,Role shifting and resolution of conflict,role shifting and resolution of conflict,"['role', 'shifting', 'resolution', 'conflict']",role shifting resolution conflict,-0.3182,0.0,0.315,0.685
B6_L3,B6,L,L3,differential understandings between community and police (racial and police status),differential understandings between community and police racial and police status,"['differential', 'understanding', 'community', 'police', 'racial', 'police', 'status']",differential understanding community police racial police status,0.0,0.0,0.0,1.0
B6_L4,B6,L,L4,Who's playing? police officers and community members; patrol officers,who s playing police officers and community members patrol officers,"['s', 'play', 'police', 'officer', 'community', 'member', 'patrol', 'officer']",s play police officer community member patrol officer,0.2023,0.167,0.0,0.833
B6_L5,B6,L,L5,Goal: establish empahty for others' experience through moving through simulatied role changes,goal establish empahty for others experience through moving through simulatied role changes,"['goal', 'establish', 'empahty', 'experience', 'move', 'simulatied', 'role', 'change']",goal establish empahty experience move simulatied role change,0.0,0.0,0.0,1.0
B6_S1,B6,S,S1,Plot: given a situation up front based on real-world police-community conflict and need to figure out how to resolve together,plot given a situation up front based on real world police community conflict and need to figure out how to resolve together,"['plot', 'give', 'situation', 'base', 'real', 'world', 'police', 'community', 'conflict', 'need', 'figure', 'resolve']",plot give situation base real world police community conflict need figure resolve,0.0772,0.104,0.092,0.803
B6_S2,B6,S,S2,"Setting: real-world, city, diverse population",setting real world city diverse population,"['set', 'real', 'world', 'city', 'diverse', 'population']",set real world city diverse population,0.0,0.0,0.0,1.0
B6_S3,B6,S,S3,Players should always feel like they're the main character in their own story; there are also secondary impartial characters,players should always feel like they re the main character in their own story there are also secondary impartial characters,"['player', 'feel', 'like', 'main', 'character', 'story', 'secondary', 'impartial', 'character']",player feel like main character story secondary impartial character,0.3612,0.116,0.0,0.884
B6_S4,B6,S,S4,"Characters: two main groups - police and community, subroles depending on the scenario",characters two main groups police and community subroles depending on the scenario,"['character', 'main', 'group', 'police', 'community', 'subrole', 'depend', 'scenario']",character main group police community subrole depend scenario,0.0,0.0,0.0,1.0
B6_G1,B6,G,G1,"Shift role throughout the game, may start as police officer and then switch to different identities at different levels",shift role throughout the game may start as police officer and then switch to different identities at different levels,"['shift', 'role', 'game', 'start', 'police', 'officer', 'switch', 'different', 'identity', 'different', 'level']",shift role game start police officer switch different identity different level,0.0,0.0,0.0,1.0
B6_G2,B6,G,G2,Type of game: role playing table top game (virtual capability),type of game role playing table top game virtual capability,"['type', 'game', 'role', 'playing', 'table', 'game', 'virtual', 'capability']",type game role playing table game virtual capability,0.3818,0.31,0.0,0.69
B6_G3,B6,G,G3,idea,idea,['idea'],idea,0.0,0.0,0.0,1.0
B6_G4,B6,G,G4,"After a stop, options of typical actions (discussion-based)",after a stop options of typical actions discussion based,"['stop', 'option', 'typical', 'action', 'discussion', 'base']",stop option typical action discussion base,-0.296,0.0,0.216,0.784
B6_G5,B6,G,G5,There is a problem that needs to be solved that would benefit both sides if solved. Collective score motivates sustained engagement.,there is a problem that needs to be solved that would benefit both sides if solved collective score motivates sustained engagement,"['problem', 'need', 'solve', 'benefit', 'side', 'solve', 'collective', 'score', 'motivate', 'sustained', 'engagement']",problem need solve benefit side solve collective score motivate sustained engagement,0.7579,0.353,0.093,0.554
B6_G6,B6,G,G6,Emotions: empathy,emotions empathy,"['emotion', 'empathy']",emotion empathy,0.0,0.0,0.0,1.0
B6_U1,B6,U,U1,"Not provided, user can provide for themselves if they feel they are progressing",not provided user can provide for themselves if they feel they are progressing,"['not', 'provide', 'user', 'provide', 'feel', 'progress']",not provide user provide feel progress,0.0,0.0,0.0,1.0
B6_U2,B6,U,U2,everyone will know the result because decided together,everyone will know the result because decided together,"['know', 'result', 'decide']",know result decide,0.0,0.0,0.0,1.0
